from bus,to bus,id,reactance,lower line limit,upper line limit
56,58,1,0.0966,-140,140
51,58,1,0.0719,-140,140
54,59,1,0.2293,-125,125
56,59,1,0.251,-112,112
56,59,2,0.239,-117,117
55,59,1,0.2158,-133,133
59,60,1,0.145,-176,176
59,61,1,0.15,-176,176
60,61,1,0.0135,-186,186
60,62,1,0.0561,-176,176
61,62,1,0.0376,-176,176
63,59,1,0.0386,-760,760
63,64,1,0.02,-687,687
64,61,1,0.0268,-1095,1095
38,65,1,0.0986,-297,297
64,65,1,0.0302,-675,675
49,66,1,0.0919,-186,186
49,66,2,0.0919,-186,186
62,66,1,0.218,-132,132
62,67,1,0.117,-176,176
65,66,1,0.037,-793,793
66,67,1,0.1015,-176,176
65,68,1,0.016,-686,686
47,69,1,0.2778,-102,102
49,69,1,0.324,-87,87
68,69,1,0.037,-793,793
69,70,1,0.127,-170,170
24,70,1,0.4115,-72,72
70,71,1,0.0355,-166,166
24,72,1,0.196,-146,146
71,72,1,0.18,-159,159
71,73,1,0.0454,-188,188
70,74,1,0.1323,-151,151
70,75,1,0.141,-151,151
69,75,1,0.122,-145,145
74,75,1,0.0406,-151,151
76,77,1,0.148,-152,152
69,77,1,0.101,-150,150
75,77,1,0.1999,-141,141
77,78,1,0.0124,-151,151
78,79,1,0.0244,-174,174
77,80,1,0.0485,-141,141
77,80,2,0.105,-157,157
79,80,1,0.0704,-175,175
68,81,1,0.0202,-684,684
81,80,1,0.037,-793,793
77,82,1,0.0853,-141,141
82,83,1,0.03665,-150,150
83,84,1,0.132,-122,122
83,85,1,0.148,-154,154
84,85,1,0.0641,-122,122
85,86,1,0.123,-156,156
86,87,1,0.2074,-141,141
85,88,1,0.102,-186,186
85,89,1,0.173,-168,168
88,89,1,0.0712,-186,186
89,90,1,0.188,-151,151
89,90,2,0.0997,-169,169
90,91,1,0.0836,-151,151
89,92,1,0.0505,-186,186
89,92,2,0.1581,-166,166
91,92,1,0.1272,-151,151
92,93,1,0.0848,-151,151
92,94,1,0.158,-151,151
93,94,1,0.0732,-151,151
94,95,1,0.0434,-151,151
80,96,1,0.182,-159,159
82,96,1,0.053,-150,150
94,96,1,0.0869,-149,149
80,97,1,0.0934,-186,186
80,98,1,0.108,-176,176
80,99,1,0.206,-140,140
92,100,1,0.295,-98,98
94,100,1,0.058,-150,150
95,96,1,0.0547,-149,149
96,97,1,0.0885,-186,186
98,100,1,0.179,-160,160
99,100,1,0.0813,-175,175
100,101,1,0.1262,-176,176
92,102,1,0.0559,-176,176
101,102,1,0.112,-176,176
100,103,1,0.0525,-151,151
100,104,1,0.204,-141,141
103,104,1,0.1584,-153,153
103,105,1,0.1625,-145,145
100,106,1,0.229,-124,124
104,105,1,0.0378,-161,161
105,106,1,0.0547,-164,164
105,107,1,0.183,-154,154
105,108,1,0.0703,-137,137
106,107,1,0.183,-154,154
108,109,1,0.0288,-138,138
103,110,1,0.1813,-159,159
109,110,1,0.0762,-138,138
110,111,1,0.0755,-154,154
110,112,1,0.064,-135,135
17,113,1,0.0301,-151,151
32,113,1,0.203,-139,139
32,114,1,0.0612,-176,176
27,115,1,0.0741,-175,175
114,115,1,0.0104,-175,175
68,116,1,0.00405,-7218,7218
12,117,1,0.14,-170,170
75,118,1,0.0481,-151,151
76,118,1,0.0544,-151,151
