from bus,to bus,id,reactance,lower line limit,upper line limit
54,432,1,0.01,-193.33,193.33
59,63,1,0.05623,-140,140
63,64,1,0.00083,-438,438
66,75,1,0.02155,-461,461
67,68,1,0.0275,-400,400
67,82,1,0.04215,-317,317
68,79,1,0.01547,-838,838
69,70,1,6e-05,-1593,1593
71,69,1,0.06858,-250,250
69,130,1,0.00388,-831,831
70,77,1,0.02795,-838,838
70,81,1,0.01553,-831,831
88,71,1,-0.00422,-250,250
89,71,1,0.06982,-64.99,64.99
72,73,1,0.00021,-876,876
72,75,1,0.14254,-222,222
90,72,1,0.06524,-160,160
73,82,1,0.11277,-197,197
91,73,1,0.06715,-160,160
74,75,1,0.00021,-876,876
74,193,1,0.01,-269.8,269.8
76,75,1,0.0789,-243.53,243.53
98,76,1,0.16709,-260,260
78,79,1,6e-05,-1593,1593
78,80,1,0.01768,-831,831
117,78,1,0.04206,-330,330
80,81,1,6e-05,-1593,1593
128,80,1,0.05969,-250,250
129,80,1,0.05969,-250,250
80,130,1,0.01165,-831,831
83,102,1,0.0679,-101,101
83,128,1,0.06954,-120,120
84,85,1,0.00083,-438,438
84,90,1,0.09752,-86,86
84,93,1,0.01736,-137,137
84,128,1,0.11818,-123,123
85,107,1,0.02314,-124,124
85,113,1,0.01074,-137,137
86,90,1,0.01529,-114,114
86,105,1,0.01529,-114,114
87,102,1,0.07107,-88.34,88.34
87,116,1,0.07107,-82.01,82.01
88,104,1,0.00413,-128,128
88,108,1,0.02231,-176.21,176.21
88,110,1,0.00413,-137,137
90,114,1,0.00413,-128,128
90,126,1,0.06457,-123,123
90,127,1,0.00712,-123,123
91,100,1,0.02121,-123,123
91,480,1,0.01,-83.7,83.7
92,93,1,0.00083,-438,438
92,97,1,0.00413,-128,128
92,121,1,0.00347,-137,137
92,126,1,0.03471,-137,137
93,96,1,0.01273,-95,95
93,120,1,0.00413,-128,128
94,95,1,0.00465,-123,123
94,123,1,0.01332,-123,123
95,129,1,0.05552,-137,137
96,111,1,0.00934,-120,120
97,120,1,0.00413,-128,128
99,127,1,0.00434,-123,123
101,107,1,0.00926,-137,137
101,121,1,0.00694,-137,137
102,103,1,0.01372,-62,62
103,125,1,0.06099,-62,62
104,105,1,0.00083,-438,438
104,106,1,0.00413,-128,128
105,106,1,0.00413,-128,128
108,222,1,0.01,-131.42,131.42
109,125,1,0.1281,-62,62
109,129,1,0.00496,-137,137
111,127,1,0.07683,-123,123
112,113,1,0.02066,-137,137
112,123,1,0.07322,-90,90
112,124,1,0.03636,-137,137
115,117,1,0.09356,-54.76,54.76
116,119,1,0.03306,-76.66,76.66
117,118,1,0.00083,-438,438
117,122,1,0.04718,-58.83,58.83
124,128,1,0.05623,-140,140
128,129,1,0.00083,-438,438
131,132,1,0.00021,-876,876
131,133,1,0.02711,-500,500
146,131,1,0.06671,-160,160
148,132,1,0.06671,-160,160
132,190,1,0.01,-229.39,229.39
134,133,1,0.0464,-330,330
133,188,1,0.01,-379.94,379.94
147,134,1,-0.00435,-330,330
149,134,1,0.1019,-260,260
167,135,1,-0.00407,-688.8,688.8
135,544,1,0.01,-689.73,689.73
136,137,1,0.0724,-90,90
136,139,1,0.10231,-49,49
137,138,1,0.00083,-438,438
138,565,1,0.01,-83.7,83.7
139,140,1,0.01777,-62,62
139,166,1,0.12066,-114,114
139,173,1,0.07893,-69,69
140,151,1,0.07231,-75,75
141,148,1,0.09256,-123,123
141,457,1,0.01,-83.7,83.7
142,172,1,0.09587,-137,137
142,577,1,0.01,-83.7,83.7
143,167,1,0.05083,-133,133
143,169,1,0.04347,-69,69
144,145,1,0.00496,-137,137
144,177,1,0.02158,-137,137
145,175,1,0.00826,-120,120
146,147,1,0.00083,-438,438
146,151,1,0.09884,-123,123
146,154,1,0.12959,-151.36,151.36
146,174,1,0.0238,-114,114
147,148,1,0.00083,-438,438
147,155,1,0.13025,-114.35,114.35
147,157,1,0.0686,-123,123
147,175,1,0.02455,-114,114
148,161,1,0.07968,-123,123
148,177,1,0.02792,-137,137
150,158,1,0.01727,-69,69
150,166,1,0.08182,-90,90
150,170,1,0.03322,-107,107
150,176,1,0.07992,-123,123
152,176,1,0.04326,-140,140
153,154,1,0.00083,-438,438
153,155,1,0.00083,-438,438
153,156,1,0.01331,-95,95
153,178,1,0.09764,-123,123
156,163,1,0.06628,-126,126
157,170,1,0.10744,-107,107
158,169,1,0.09347,-69,69
159,171,1,0.10487,-69,69
159,260,1,0.01,-83.7,83.7
160,167,1,0.12893,-90.54,90.54
160,271,1,0.01,-83.7,83.7
162,172,1,0.01653,-137,137
162,178,1,0.03572,-123,123
163,176,1,0.09223,-137,137
164,174,1,0.01653,-114,114
164,175,1,0.01074,-114,114
165,167,1,0.0986,-114,114
165,275,1,0.01,-133.86,133.86
167,168,1,0.1157,-140,140
167,569,1,0.01,-627.77,627.77
168,214,1,0.01,-83.7,83.7
171,173,1,0.0514,-69,69
175,179,1,0.05223,-120,120
175,180,1,0.10942,-69,69
180,281,1,0.01,-83.7,83.7
181,182,1,0.00021,-876,876
181,184,1,0.04012,-317,317
181,189,1,0.00733,-231,231
183,184,1,0.00021,-876,876
183,230,1,0.01616,-754.02,754.02
183,424,1,0.01,-487.52,487.52
184,185,1,0.0305,-709.38,709.38
207,184,1,0.06136,-160,160
184,230,1,0.01616,-734.76,734.76
185,186,1,6e-05,-1593,1593
185,196,1,0.03484,-838,838
186,192,1,0.04344,-831,831
188,187,1,0.04392,-562.44,562.44
187,192,1,0.02296,-1386,1386
187,549,1,0.01,-494.5,494.5
211,188,1,0.09951,-260,260
190,191,1,0.00021,-876,876
190,192,1,0.02375,-500,500
190,193,1,0.01411,-229,229
213,191,1,0.0593,-211.32,211.32
191,353,1,0.01,-677.01,677.01
212,192,1,0.06188,-330,330
213,192,1,0.06206,-250,250
192,229,1,0.00196,-831,831
194,195,1,0.0275,-400,400
195,196,1,6e-05,-1593,1593
195,197,1,0.01547,-838,838
223,196,1,0.05968,-250,250
197,557,1,0.01,-300.15,300.15
198,210,1,0.04917,-120,120
198,213,1,0.0771,-153.09,153.09
199,200,1,0.00083,-438,438
199,207,1,0.00483,-161.57,161.57
201,213,1,0.01279,-78,78
202,216,1,0.03558,-78,78
203,217,1,0.00325,-80,80
204,208,1,0.01331,-123,123
204,213,1,0.01944,-160.2,160.2
205,220,1,0.08174,-93.92,93.92
205,581,1,0.01,-83.7,83.7
206,212,1,0.05405,-170.4,170.4
206,219,1,0.02083,-209.66,209.66
206,573,1,0.01,-119.22,119.22
209,212,1,0.02383,-116.43,116.43
209,216,1,0.01279,-78,78
212,218,1,0.02474,-160.94,160.94
212,220,1,0.04223,-78,78
213,214,1,0.14207,-180.21,180.21
213,217,1,0.02474,-102,102
214,215,1,0.00083,-438,438
218,221,1,0.01405,-173.24,173.24
221,483,1,0.01,-144.6,144.6
222,223,1,0.1643,-114.16,114.16
223,224,1,0.00083,-438,438
223,226,1,0.03008,-123,123
223,227,1,0.05661,-140,140
223,228,1,0.08734,-123,123
225,226,1,0.00421,-119,119
231,238,1,0.1715,-260,260
231,269,1,0.00605,-260,260
231,339,1,0.26016,-260,260
232,284,1,0.10799,-260,260
232,344,1,0.02994,-260,260
233,285,1,0.1472,-260,260
233,301,1,0.0284,-260,260
234,300,1,0.06201,-260,260
234,333,1,0.03338,-260,260
235,246,1,0.02127,-260,260
236,242,1,0.17311,-260,260
236,312,1,0.047,-260,260
310,237,1,0.1534,-260,260
238,253,1,0.0098,-260,260
239,247,1,0.05023,-260,260
240,283,1,0.03174,-260,260
241,282,1,0.0851,-260,260
241,337,1,0.0311,-260,260
242,285,1,0.09817,-260,260
243,277,1,0.02212,-260,260
244,302,1,0.04003,-260,260
244,309,1,0.0428,-260,260
245,257,1,0.02045,-260,260
245,339,1,0.14071,-260,260
245,340,1,0.09817,-260,260
246,337,1,0.0164,-260,260
247,264,1,0.0482,-260,260
247,300,1,0.11584,-260,260
267,248,1,0.03225,-260,260
248,469,1,0.01,-83.7,83.7
249,278,1,0.0622,-260,260
249,309,1,0.0548,-260,260
250,270,1,0.2053,-260,260
250,334,1,0.0755,-260,260
251,282,1,0.018,-260,260
251,320,1,0.04434,-260,260
252,272,1,0.08038,-260,260
309,252,1,0.18689,-260,260
252,340,1,0.001,-260,260
253,328,1,0.10848,-260,260
254,297,1,0.08951,-260,260
254,304,1,0.04909,-260,260
255,308,1,0.03109,-260,260
255,316,1,0.09425,-260,260
256,345,1,0.06479,-260,260
258,262,1,0.17147,-260,260
259,276,1,0.00802,-260,260
259,286,1,0.1522,-260,260
259,331,1,0.14873,-260,260
293,260,1,0.08294,-260,260
261,320,1,0.0082,-260,260
261,322,1,0.1047,-260,260
261,348,1,0.0605,-260,260
262,273,1,0.1335,-260,260
262,299,1,0.17655,-260,260
263,312,1,0.04696,-260,260
263,314,1,0.05498,-260,260
264,331,1,0.0482,-260,260
265,268,1,0.03774,-483,483
265,294,1,0.0159,-684.22,684.22
265,296,1,0.01423,-851.53,851.53
266,340,1,0.1128,-260,260
267,324,1,0.18849,-260,260
267,350,1,0.14449,-260,260
267,350,2,0.14449,-260,260
311,268,1,0.01641,-193,193
268,327,1,0.14478,-81,81
270,289,1,0.11944,-260,260
271,321,1,0.10324,-260,260
272,320,1,0.13911,-260,260
281,273,1,0.13708,-260,260
273,319,1,0.04449,-260,260
274,327,1,0.07461,-260,260
274,345,1,0.04565,-260,260
309,275,1,0.01583,-260,260
276,344,1,0.12288,-260,260
277,326,1,0.02669,-260,260
278,303,1,0.14409,-260,260
278,310,1,0.11602,-260,260
278,349,1,0.14409,-260,260
279,342,1,0.10635,-260,260
310,280,1,0.1534,-260,260
283,289,1,0.07477,-260,260
296,285,1,0.08528,-260,260
296,285,2,0.08528,-260,260
286,335,1,0.08459,-260,260
287,306,1,0.16951,-260,260
287,327,1,0.1571,-260,260
288,326,1,0.15397,-260,260
288,342,1,0.03354,-260,260
289,305,1,0.03714,-260,260
290,319,1,0.15004,-260,260
291,298,1,0.20436,-260,260
291,327,1,0.1014,-260,260
292,334,1,0.1072,-260,260
292,335,1,0.1258,-260,260
294,293,1,0.01234,-564.89,564.89
294,293,2,0.01234,-564.89,564.89
293,375,1,0.01,-224.1,224.1
295,321,1,0.14726,-260,260
295,332,1,0.0593,-260,260
297,337,1,0.0924,-260,260
299,318,1,0.1374,-260,260
299,321,1,0.24739,-260,260
301,306,1,0.0368,-260,260
302,311,1,0.04557,-260,260
302,336,1,0.0157,-260,260
304,326,1,0.17278,-260,260
307,351,1,0.01653,-260,260
309,340,1,0.18626,-260,260
310,315,1,0.1534,-260,260
310,324,1,0.00118,-260,260
313,330,1,0.16067,-260,260
316,323,1,0.08181,-260,260
317,328,1,0.00409,-260,260
318,329,1,0.13908,-260,260
319,329,1,0.215,-260,260
321,331,1,0.1837,-260,260
321,343,1,0.03417,-260,260
323,341,1,0.02814,-260,260
323,348,1,0.15397,-260,260
325,339,1,0.02062,-260,260
328,345,1,0.1358,-260,260
329,350,1,0.20654,-260,260
330,346,1,0.03272,-260,260
330,351,1,0.13188,-260,260
335,338,1,0.16654,-260,260
335,347,1,0.0481,-260,260
338,350,1,0.05472,-260,260
343,350,1,0.20745,-260,260
350,351,1,0.1093,-260,260
352,381,1,0.1926,-115,115
353,367,1,0.03245,-703,703
353,372,1,-0.038,-125,125
353,381,1,-0.032,-190,190
353,383,1,0.02267,-832,832
353,390,1,0.00899,-1226,1226
353,400,1,0.057,-210,210
353,402,1,-0.033,-190,190
354,390,1,0.1393,-260,260
354,404,1,0.2744,-260,260
355,363,1,0.318,-260,260
378,356,1,0.0989,-120,120
357,366,1,0.0073,-703,703
357,409,1,0.0012,-703,703
358,383,1,0.0221,-671,671
386,358,1,0.1652,-260,260
386,358,2,0.1059,-260,260
358,406,1,0.015,-671,671
359,370,1,0.318,-260,260
360,375,1,0.0073,-703,703
360,408,1,0.0012,-703,703
368,361,1,0.27654,-260,260
368,361,2,0.41078,-260,260
376,362,1,0.1059,-260,260
376,362,2,0.1059,-260,260
362,377,1,0.03463,-738,738
398,363,1,0.316,-260,260
411,363,1,0.02,-260,260
364,402,1,0.1935,-115,115
391,365,1,0.1677,-260,260
397,365,1,0.1677,-260,260
367,413,1,0.04092,-703,703
368,384,1,0.0073,-239,239
369,372,1,0.2525,-63,63
371,370,1,0.316,-260,260
411,370,1,0.02,-260,260
388,372,1,0.2495,-63,63
373,387,1,0.00902,-703,703
373,389,1,0.1512,-260,260
373,395,1,0.02555,-671,671
374,377,1,0.00537,-703,703
374,395,1,0.0288,-750,750
378,382,1,0.0986,-140,140
378,395,1,0.001,-648,648
378,401,1,0.0995,-140,140
406,379,1,0.17267,-260,260
380,394,1,0.0742,-239,239
380,417,1,0.0172,-167,167
407,381,1,0.2782,-75,75
383,411,1,0.13802,-260,260
383,411,2,0.13432,-260,260
383,411,3,0.13461,-260,260
384,403,1,0.0354,-192,192
384,415,1,0.07926,-211,211
385,404,1,0.0608,-141,141
387,405,1,0.00902,-738,738
391,394,1,0.07877,-146,146
391,418,1,0.0509,-92,92
392,413,1,0.0047,-703,703
392,416,1,0.0046,-703,703
393,406,1,0.0118,-703,703
393,416,1,0.0112,-738,738
394,396,1,0.03684,-182,182
394,397,1,0.0779,-146,146
406,394,1,0.05,-225,225
395,410,1,0.17061,-260,260
396,412,1,0.358,-260,260
396,412,2,0.273,-260,260
396,415,1,0.02601,-211,211
397,399,1,0.05098,-92,92
407,402,1,0.2802,-75,75
403,404,1,0.0284,-192,192
405,406,1,0.00902,-738,738
408,416,1,0.0135,-703,703
409,416,1,0.0135,-703,703
414,416,1,0.0112,-540,540
417,416,1,0.0465,-239,239
419,420,1,0.00021,-876,876
419,423,1,0.00961,-250,250
458,419,1,0.06975,-160,160
421,422,1,0.00021,-876,876
421,424,1,0.01415,-426.3,426.3
468,422,1,0.06701,-160,160
422,558,1,0.01,-455.96,455.96
423,424,1,0.00021,-876,876
423,426,1,0.04039,-319,319
475,423,1,0.09356,-160,160
476,424,1,0.09275,-160,160
425,426,1,0.00496,-319,319
427,476,1,0.04595,-75,75
428,429,1,0.00083,-438,438
428,494,1,0.01149,-175.28,175.28
429,504,1,0.02058,-170.42,170.42
430,431,1,0.00083,-438,438
430,464,1,0.01231,-74.62,74.62
431,527,1,0.00223,-62,62
432,494,1,0.00463,-178.28,178.28
433,468,1,0.00124,-75,75
434,435,1,0.00083,-438,438
434,464,1,0.01289,-62,62
435,531,1,0.01711,-62,62
436,437,1,0.00083,-438,438
436,438,1,0.00149,-98,98
438,455,1,0.00066,-98,98
438,514,1,0.01413,-98,98
439,450,1,0.01116,-75,75
439,474,1,0.00231,-47,47
439,499,1,0.0205,-75,75
439,502,1,0.00818,-75,75
439,516,1,0.02298,-63,63
440,441,1,0.00083,-438,438
440,456,1,0.00496,-57,57
440,477,1,0.01405,-75,75
440,510,1,0.01562,-108.47,108.47
440,519,1,0.02322,-75,75
441,469,1,0.01628,-142.49,142.49
441,492,1,0.01496,-75,75
441,511,1,0.01562,-131.91,131.91
442,443,1,0.00421,-70,70
443,446,1,0.01587,-70,70
443,476,1,0.01678,-78.62,78.62
444,468,1,0.01149,-75,75
444,523,1,0.00587,-114,114
445,446,1,0.00083,-438,438
445,448,1,0.00207,-75,75
445,460,1,0.0024,-80,80
445,468,1,0.01355,-80,80
445,486,1,0.00826,-70,70
446,447,1,0.00215,-75,75
446,468,1,0.01355,-80,80
446,521,1,0.00273,-75,75
449,468,1,0.00455,-75,75
451,452,1,0.00083,-438,438
451,464,1,0.01331,-77.01,77.01
452,506,1,0.02926,-77.98,77.98
453,454,1,0.00273,-39,39
454,475,1,0.01785,-105,105
454,498,1,0.01347,-105,105
457,491,1,0.03702,-75,75
459,468,1,0.01207,-75,75
461,498,1,0.02215,-75,75
462,463,1,0.00041,-39,39
463,475,1,0.02355,-163.37,163.37
463,503,1,0.00876,-163.87,163.87
464,514,1,0.05562,-62,62
465,475,1,0.08545,-74.04,74.04
465,482,1,0.01661,-88.37,88.37
465,488,1,0.03802,-100.27,100.27
465,529,1,0.01562,-62,62
466,467,1,0.00083,-438,438
466,535,1,0.01446,-75,75
468,516,1,0.00471,-75,75
468,517,1,0.01066,-75,75
470,471,1,0.00083,-438,438
470,479,1,0.02983,-62,62
471,532,1,0.05413,-62,62
472,473,1,0.0086,-47,47
473,500,1,0.02,-75,75
475,513,1,0.01446,-65.52,65.52
476,485,1,0.02711,-85.94,85.94
476,510,1,0.03198,-112.8,112.8
476,511,1,0.03198,-138.36,138.36
477,478,1,0.00083,-438,438
478,535,1,0.00256,-75,75
479,480,1,0.00083,-438,438
479,489,1,0.01959,-62,62
479,525,1,0.00248,-62,62
480,490,1,0.01942,-62,62
480,496,1,0.05182,-80.94,80.94
480,528,1,0.00355,-62,62
480,530,1,0.00529,-50,50
481,482,1,0.00562,-50,50
482,514,1,0.03025,-92.04,92.04
483,484,1,0.00083,-438,438
484,495,1,0.02661,-170.72,170.72
485,486,1,0.00083,-438,438
487,488,1,0.00083,-438,438
487,495,1,0.00603,-98.36,98.36
491,492,1,0.00083,-438,438
493,494,1,0.00694,-63,63
495,496,1,0.00083,-438,438
497,498,1,0.01744,-105,105
499,500,1,0.00083,-438,438
501,502,1,0.00364,-57,57
502,523,1,0.01215,-75,75
503,504,1,0.00083,-438,438
505,506,1,0.00083,-438,438
505,507,1,0.03545,-86.66,86.66
507,512,1,0.01934,-64.98,64.98
508,510,1,0.00884,-47,47
509,511,1,0.00884,-47,47
512,513,1,0.00083,-438,438
514,520,1,0.01231,-62,62
515,516,1,0.0014,-75,75
518,519,1,0.00231,-75,75
522,523,1,0.00017,-75,75
524,525,1,0.00083,-438,438
524,526,1,0.00446,-62,62
526,527,1,0.00083,-438,438
528,529,1,0.00083,-438,438
530,531,1,0.00083,-438,438
533,534,1,0.00083,-438,438
533,535,1,8e-05,-75,75
536,545,1,0.0089,-461,461
579,536,1,0.04304,-250,250
537,546,1,0.0089,-461,461
538,539,1,0.00021,-876,876
538,540,1,0.01671,-295,295
538,543,1,0.03351,-317,317
539,545,1,0.05052,-367.86,367.86
539,550,1,0.0269,-250,250
573,539,1,0.06901,-205.87,205.87
540,541,1,0.00021,-876,876
540,546,1,0.04027,-463.05,463.05
541,545,1,0.04027,-400,400
541,560,1,0.0475,-382.19,382.19
578,541,1,0.06901,-160,160
542,543,1,0.00021,-876,876
542,546,1,0.02901,-525.91,525.91
580,542,1,0.06798,-160,160
581,543,1,0.06901,-160,160
544,547,1,0.04122,-1154,1154
545,547,1,0.02519,-500,500
545,554,1,0.06614,-375,375
546,548,1,0.02519,-500,500
546,555,1,0.05767,-400,400
547,548,1,6e-05,-1593,1593
547,549,1,0.01052,-970,970
547,559,1,0.02677,-1154,1154
548,557,1,0.01569,-1154,1154
570,548,1,0.03678,-426,426
549,556,1,0.01052,-970,970
550,551,1,0.00021,-876,876
552,553,1,0.00021,-876,876
552,554,1,0.0099,-400,400
554,555,1,0.00021,-876,876
554,556,1,0.02445,-330,330
554,558,1,0.02847,-462.42,462.42
555,557,1,0.0253,-500,500
556,557,1,6e-05,-1593,1593
561,564,1,0.02215,-90,90
561,588,1,0.06694,-90,90
562,573,1,0.04802,-90,90
563,564,1,0.00083,-438,438
563,579,1,0.04446,-90,90
565,577,1,0.01157,-90,90
566,567,1,0.00083,-438,438
566,568,1,0.05315,-196,196
567,576,1,0.03039,-208,208
568,569,1,0.00083,-708.43,708.43
570,568,1,0.04727,-496.5,496.5
568,586,1,0.00423,-95,95
571,575,1,0.02273,-208,208
571,579,1,0.01207,-208,208
572,586,1,0.00074,-95,95
574,579,1,0.00017,-95,95
575,576,1,0.00083,-438,438
577,584,1,0.08512,-90,90
579,583,1,0.13702,-90,90
580,582,1,0.01587,-90,90
580,585,1,0.04289,-90,90
582,583,1,0.00083,-438,438
584,585,1,0.05397,-90,90
587,588,1,0.00083,-438,438
